date,t,LASTOBSERVED,LASTDAY,SimpleExpSmoothing,ExpSmoothing,ARIMA,SARIMA,Prophet
1970-01-21 20:00:00,113296,114178.0,120773.0,112876.440582281,115414.08948559183,113486.33387357352,112487.57598820992,114272.2159718612
1970-01-21 21:00:00,128357,113737.0,124690.0,113046.532897383,117221.36867984719,112813.74313140775,114827.8142622553,114850.91486991412
1970-01-21 22:00:00,128394,118610.33333333331,125752.0,117195.2393820039,121585.2526298723,116444.60631946391,121031.66285903266,116375.71662752485
1970-01-21 23:00:00,123319,121056.25,117656.0,119883.8647896798,126624.45937808562,117632.35582302108,118246.05273573512,118202.05171755375
1970-01-22 00:00:00,126393,121508.8,122285.0,120741.976133407,124849.19701971792,117148.02731332052,122381.99601588244,118768.12375475404
1970-01-22 01:00:00,127056,122322.83333333331,118229.0,121618.95472822734,125243.46799793234,117153.22672835672,124772.58731545148,117908.75705125248
1970-01-22 02:00:00,116281,122999.0,110271.0,122365.5553443156,119878.78618562112,117133.05450073516,117751.07507255068,117057.27351843994
1970-01-22 03:00:00,133592,122159.25,115271.0,121854.9525849185,123333.27801046723,115943.57406499617,120234.48578824158,117868.17932048098
1970-01-22 04:00:00,127414,123429.55555555556,132870.0,122820.27328723784,125025.97874915287,116678.49753598549,130444.6309834144,120421.4206930638
1970-01-22 05:00:00,128558,123828.0,129570.0,123342.44102771634,124486.63044558621,116587.49217342824,126997.43117163074,122441.36424324226
1970-01-22 06:00:00,125112,124258.0,123657.0,123807.16730737884,123114.83588601973,116550.95076627274,126188.79823020648,120876.91117235784
1970-01-22 07:00:00,128293,124329.16666666669,122219.0,123971.80486082894,126810.97458688094,116243.80845451714,127685.93864364998,114863.07759999418
1970-01-22 08:00:00,105485,125505.41666666669,106053.0,125214.53583730164,104264.68472970086,116625.19244734597,110844.4654332896,106801.59933538892
1970-01-22 09:00:00,105835,124854.5,95152.0,124906.54373845203,103364.28409781841,115487.46639276147,101765.78539766616,100367.80480484838
1970-01-22 10:00:00,123621,122977.66666666669,107157.0,123337.41934200304,104306.7323767651,114402.10655886984,108526.83006908796,97954.3954514502
1970-01-22 11:00:00,110954,122579.91666666669,104772.0,122693.07432988792,105364.55333102799,114701.78615604028,107295.54692018629,98996.71256923288
1970-01-22 12:00:00,95221,121549.5,101309.0,121752.11809609603,106009.8724069729,114160.27461846553,105356.1857946954,100741.98215696368
1970-01-22 13:00:00,97301,118951.83333333331,99549.0,119481.10664142814,105614.37341051496,112640.50245505846,105889.91963822348,101096.15267358552
1970-01-22 14:00:00,96484,116472.25,102560.0,117043.3562357486,104713.00903650974,111538.21600247924,107655.51248231156,100447.17823546148
1970-01-22 15:00:00,94754,114822.5,95798.0,115245.4954604334,105704.96109202811,110705.50218948533,102039.00303914404,100917.7550243275
1970-01-22 16:00:00,96530,111586.0,105261.0,112291.88160439124,107071.78973620913,109761.82258902428,111469.5564485783,103999.08089906552
1970-01-22 17:00:00,98448,109012.33333333331,101501.0,109642.73595473092,106952.91882340785,109144.4880704522,106153.57132483042,108943.65516971062
1970-01-22 18:00:00,97093,106503.16666666669,108554.0,107105.38838387057,114466.62768696346,108738.89481525907,110622.90520079355,113660.40181865814
1970-01-22 19:00:00,103943,104168.25,114178.0,104729.86185607972,117746.64462581133,108319.4813758658,115084.18544471332,116503.28018981818
1970-01-22 20:00:00,125883,102139.08333333331,113296.0,102631.18157077348,117354.97494906092,108386.97880245488,111343.0213138474,117682.64136426158
1970-01-22 21:00:00,101585,103838.91666666669,128357.0,103605.38568060251,120156.43455825317,109986.455579055,120846.5752696152,118723.3751957676
1970-01-22 22:00:00,109854,103484.75,128394.0,103524.25402229476,120656.89824776194,109650.86533219552,120432.39634159712,120338.57107657606
1970-01-22 23:00:00,114086,102337.5,123319.0,102586.97655604332,121399.84446163087,109819.06925213496,115338.51377011846,121753.30128101989
1970-01-23 00:00:00,112455,102598.5,126393.0,102596.76389545966,118208.91145353056,110277.2921236537,118288.37548157848,121950.40205470588
1970-01-23 01:00:00,120944,104034.66666666669,127056.0,103748.34952867232,117371.3299116525,110606.41948822548,120504.71155937028,120819.700280504
1970-01-23 02:00:00,116625,106004.91666666669,116281.0,105546.26300427064,111068.5193599849,111406.13990380586,112206.59205494433,119842.18185400164
1970-01-23 03:00:00,124220,107683.33333333331,133592.0,107251.10106026576,115477.71049273225,111756.97661623532,121251.58691160052,120615.29196931268
1970-01-23 04:00:00,118005,110138.83333333331,127414.0,109553.04075035104,116061.83442630548,112536.98085467111,119247.9858306216,122961.49709228038
1970-01-23 05:00:00,119644,111928.41666666669,128558.0,111449.2030261472,115441.84255109681,112740.79038219633,119012.88562051642,124540.90708331764
1970-01-23 06:00:00,129246,113694.75,125112.0,113241.0682833534,113756.36882777912,113005.7999940216,117132.46208765428,122592.60250385848
1970-01-23 07:00:00,122267,116374.16666666669,128293.0,115732.99682578829,118357.59134066751,113850.96028845888,122217.73253936984,116425.51451336405
1970-01-23 08:00:00,100734,117901.16666666669,105485.0,117460.9948030209,96243.96936092037,114032.2143203098,99852.56448164071,108287.81963160125
1970-01-23 09:00:00,96328,115805.41666666669,105835.0,116153.79176418913,94904.51368252253,112697.17922382444,96687.39542925137,101744.28959314922
1970-01-23 10:00:00,97712,115367.33333333331,123621.0,115536.29614532297,97105.7386991424,111473.9453201525,106126.50076582163,99042.53309453712
1970-01-23 11:00:00,91875,114355.5,110954.0,114608.14494325734,96851.56919479149,110585.66337074224,98613.89127449262,99557.18412149465
1970-01-23 12:00:00,92689,112504.58333333331,95221.0,112953.04769204382,96258.37281388677,109503.6640930341,90758.979207411,100657.64212026482
1970-01-23 13:00:00,92747,110857.41666666669,97301.0,111304.19808156342,96828.3880974977,108721.86173871715,94567.75343963772,100423.760566929
1970-01-23 14:00:00,94832,108507.66666666669,96484.0,109103.18566422309,96415.00444071833,108082.85528552416,92521.43125216335,99299.4383490153
